temp_c,precip_mm,humidity,pressure_mb,wind_kph,cloud,dewpoint_c,feelslike_c,vis_km,gust_kph,condition,dewpoint_depression,hour,condition_encoded
27.9,0.0,86,1004.0,9.7,85,25.4,33.2,9.0,21.2,Overcast,2.5,18,7
27.2,0.0,84,1010.0,6.8,80,23.0,31.2,10.0,16.7,Cloudy,4.199999999999999,18,1
24.6,0.0,89,1006.0,6.5,58,21.8,26.9,10.0,8.6,Partly cloudy,2.8000000000000007,13,2
22.4,0.17,81,1013.0,13.0,94,18.9,24.7,10.0,16.6,Light rain shower,3.5,14,9
26.2,0.0,86,1008.0,9.0,16,23.7,29.4,10.0,10.8,Clear,2.5,23,3
24.5,0.0,87,1004.0,8.3,45,22.2,26.9,10.0,10.9,Partly cloudy,2.3000000000000007,3,2
22.3,0.0,84,1015.0,9.4,90,17.5,24.6,10.0,16.8,Overcast,4.800000000000001,14,7
25.5,0.0,92,1008.0,8.7,55,24.1,28.7,10.0,15.3,Partly cloudy,1.3999999999999986,21,2
21.2,1.3,92,1022.0,9.9,100,19.9,23.2,2.0,15.6,Heavy rain at times,1.3000000000000007,7,5
23.2,0.7,89,1014.0,5.0,77,21.3,25.4,10.0,8.5,Moderate rain at times,1.8999999999999984,1,6
27.1,0.0,78,1003.0,6.8,76,22.9,30.2,10.0,13.1,Cloudy,4.200000000000003,1,1
22.9,0.2,79,1019.0,2.9,59,19.2,25.0,10.0,19.5,Patchy rain possible,3.6999999999999993,10,0
20.9,0.3,84,1018.0,13.5,95,18.0,22.9,10.0,25.4,Patchy rain possible,2.8999999999999986,19,0
27.0,0.2,69,1013.0,2.2,77,20.8,29.1,10.0,8.4,Patchy rain possible,6.199999999999999,9,0
27.7,0.0,77,1011.0,9.7,70,23.3,31.2,10.0,16.0,Cloudy,4.399999999999999,11,1
20.7,0.0,79,1017.0,1.4,86,16.9,22.7,10.0,9.0,Overcast,3.8000000000000007,9,7
21.0,0.0,78,1015.0,7.6,45,17.1,23.0,10.0,11.9,Partly cloudy,3.899999999999999,3,2
23.7,0.9,93,1014.0,8.8,84,22.4,26.1,10.0,24.4,Moderate rain at times,1.3000000000000007,22,6
29.3,0.0,74,1007.0,8.6,93,23.7,33.8,10.0,18.8,Overcast,5.600000000000001,11,7
25.3,0.0,87,1003.0,7.2,82,23.0,28.0,10.0,12.9,Cloudy,2.3000000000000007,2,1
25.8,0.0,84,1006.0,9.0,9,22.8,28.5,10.0,11.4,Clear,3.0,5,3
24.1,0.0,89,1012.0,6.5,86,22.1,26.4,10.0,11.4,Overcast,2.0,2,7
23.3,0.0,88,1013.0,13.0,77,21.2,25.5,10.0,19.0,Cloudy,2.1000000000000014,17,1
23.3,0.0,88,1014.0,9.4,70,21.3,25.5,9.0,14.8,Cloudy,2.0,21,1
23.3,0.2,88,1013.0,9.6,100,21.2,25.4,10.0,14.7,Patchy rain possible,2.1000000000000014,4,0
26.6,0.0,94,1005.0,5.8,63,24.9,30.8,5.0,8.2,Cloudy,1.7000000000000028,8,1
19.9,0.0,87,1018.0,13.3,100,17.7,21.9,10.0,23.5,Overcast,2.1999999999999997,21,7
20.1,0.0,85,1016.0,6.1,100,17.5,22.1,10.0,9.9,Overcast,2.6000000000000014,2,7
19.3,0.1,91,1019.0,9.1,100,17.8,21.3,10.0,14.2,Patchy rain possible,1.5,4,0
25.2,0.1,88,1011.0,13.7,81,21.4,27.4,10.0,22.8,Patchy rain possible,3.8000000000000007,14,0
25.9,0.0,76,1004.0,9.4,19,21.3,28.1,10.0,12.7,Clear,4.599999999999998,3,3
22.7,0.0,74,1020.0,14.0,80,16.2,24.9,10.0,30.3,Cloudy,6.5,15,1
26.4,0.0,87,1009.0,10.1,70,24.0,29.9,10.0,10.9,Cloudy,2.3999999999999986,23,1
25.2,0.0,92,1009.0,7.6,20,23.8,28.3,10.0,9.4,Clear,1.3999999999999986,1,3
24.8,2.2,94,1012.0,8.3,69,23.8,27.8,10.0,14.8,Moderate or heavy rain shower,1.0,23,4
24.4,0.0,90,1010.0,5.8,17,22.7,26.8,10.0,9.7,Clear,1.6999999999999993,2,3
21.2,0.2,79,1019.0,12.9,76,17.3,23.2,10.0,22.1,Patchy rain possible,3.899999999999999,1,0
25.6,0.2,89,1005.0,8.6,58,23.7,28.8,10.0,10.9,Patchy rain possible,1.900000000000002,21,0
25.9,0.0,87,1005.0,7.9,32,23.6,29.1,10.0,10.1,Partly cloudy,2.299999999999997,3,2
20.9,0.4,88,1020.0,13.3,95,18.8,22.9,10.0,16.5,Patchy rain possible,2.099999999999998,23,0
24.2,0.5,89,1012.0,4.0,87,22.3,26.5,10.0,6.8,Moderate rain at times,1.8999999999999984,2,6
29.7,2.27,80,1008.0,9.0,85,24.4,35.1,7.0,19.7,Moderate or heavy rain shower,5.300000000000001,18,4
21.0,1.6,93,1022.0,14.5,100,19.8,23.0,10.0,23.2,Moderate or heavy rain shower,1.1999999999999993,0,4
25.5,0.0,84,1005.0,10.4,24,22.5,28.0,10.0,14.0,Sunny,3.0,6,8
29.1,0.2,79,1003.0,7.9,50,24.4,34.0,10.0,10.0,Patchy rain possible,4.700000000000003,8,0
20.0,0.3,91,1020.0,17.3,100,18.6,22.0,2.0,23.4,Patchy rain possible,1.3999999999999986,5,0
22.3,0.0,82,1017.0,10.4,100,19.1,24.7,10.0,28.4,Overcast,3.1999999999999997,11,7
24.2,0.2,92,1005.0,2.9,100,22.9,26.8,2.0,4.5,Patchy rain possible,1.3000000000000007,2,0
29.8,0.7,72,1001.0,11.5,52,24.2,35.0,10.0,13.9,Moderate rain at times,5.600000000000001,14,6
27.0,0.0,88,1008.0,7.8,87,23.7,31.3,10.0,14.4,Overcast,3.3000000000000007,20,7
25.4,0.1,75,999.0,9.4,81,20.6,27.3,10.0,20.2,Patchy rain possible,4.799999999999997,15,0
21.6,0.0,97,1016.0,6.5,100,21.1,23.6,2.0,9.6,Overcast,0.5,23,7
24.2,2.04,90,1009.0,9.7,76,22.6,26.6,9.0,15.4,Light rain,1.599999999999998,20,10
23.9,0.0,86,1007.0,7.2,29,21.5,26.1,10.0,9.5,Partly cloudy,2.3999999999999986,4,2
27.0,0.0,75,1006.0,8.6,13,22.3,29.8,10.0,12.2,Clear,4.699999999999999,2,3
27.1,0.0,77,1011.0,16.9,85,21.3,29.5,10.0,25.9,Overcast,5.800000000000001,15,7
25.7,0.0,89,1009.0,7.6,86,23.9,29.0,9.0,10.2,Overcast,1.8000000000000007,23,7
24.5,0.0,92,1006.0,8.3,16,23.1,27.1,10.0,17.9,Clear,1.3999999999999986,18,3
30.1,0.0,69,1010.0,6.1,11,23.9,35.1,10.0,12.5,Sunny,6.200000000000003,10,8
29.8,1.47,76,1004.0,11.2,54,25.0,35.8,8.0,14.3,Heavy rain at times,4.800000000000001,16,5
22.3,0.2,88,1016.0,6.8,93,20.2,24.7,10.0,11.6,Patchy rain possible,2.1000000000000014,21,0
21.4,0.0,90,1013.0,3.6,100,20.1,23.4,10.0,9.4,Overcast,1.2999999999999972,23,7
21.9,0.0,92,1010.0,7.9,28,20.6,23.9,10.0,15.4,Partly cloudy,1.2999999999999972,4,2
20.8,0.0,82,1015.0,9.0,77,17.7,22.8,10.0,12.9,Cloudy,3.1000000000000014,18,1
23.0,0.0,83,1011.0,8.6,4,20.0,25.1,10.0,14.4,Sunny,3.0,7,8
28.3,3.15,89,1002.0,7.7,94,24.4,33.1,7.0,19.4,Moderate or heavy rain shower,3.900000000000002,18,4
27.2,0.0,84,1007.0,9.7,32,24.3,31.2,10.0,15.2,Partly cloudy,2.8999999999999986,21,2
20.0,0.1,77,1020.0,10.1,97,15.9,22.0,10.0,11.6,Patchy rain possible,4.1,12,0
21.0,0.2,94,1012.0,4.3,87,20.0,23.0,10.0,7.6,Patchy rain possible,1.0,1,0
31.7,0.0,67,1003.0,13.7,9,24.9,38.5,10.0,26.6,Sunny,6.800000000000001,16,8
27.1,0.0,84,1007.0,9.7,10,24.2,31.0,10.0,12.5,Clear,2.900000000000002,23,3
25.2,0.0,88,1003.0,6.5,45,23.0,27.9,10.0,11.6,Partly cloudy,2.1999999999999997,4,2
24.6,0.0,82,1007.0,9.7,19,21.4,26.7,10.0,15.8,Sunny,3.200000000000003,7,8
25.4,0.0,90,1008.0,7.8,50,23.8,28.4,10.0,11.8,Partly cloudy,1.599999999999998,0,2
22.5,0.0,82,1012.0,4.3,13,19.2,24.8,10.0,6.4,Sunny,3.3000000000000007,18,8
19.0,0.0,84,1018.0,8.6,100,16.3,21.0,10.0,11.7,Overcast,2.6999999999999997,17,7
22.2,0.0,84,1015.0,9.7,65,19.4,24.6,10.0,11.5,Cloudy,2.8000000000000007,8,1
24.1,0.0,89,1009.0,6.5,21,22.2,26.4,10.0,6.7,Clear,1.900000000000002,2,3
27.1,1.28,80,1008.0,8.6,82,23.4,30.5,10.0,12.0,Light rain shower,3.700000000000003,12,9
23.5,1.7,94,1010.0,11.9,63,22.5,25.9,9.0,18.5,Moderate or heavy rain shower,1.0,21,4
25.9,0.0,89,1006.0,6.8,26,23.9,29.2,10.0,12.5,Partly cloudy,2.0,22,2
27.5,0.0,80,1007.0,8.3,88,23.8,31.3,10.0,15.4,Overcast,3.6999999999999993,21,7
24.7,0.2,88,1014.0,6.5,79,22.5,27.2,9.0,10.7,Patchy rain possible,2.1999999999999997,23,0
26.5,6.2,84,1004.0,5.0,91,23.5,29.7,10.0,8.5,Moderate or heavy rain shower,3.0,20,4
26.1,0.0,93,1009.0,3.6,36,24.9,30.1,10.0,5.6,Partly cloudy,1.2000000000000028,1,2
20.1,0.0,86,1017.0,15.1,100,17.7,22.1,2.0,25.8,Overcast,2.400000000000002,20,7
29.1,0.0,68,998.0,10.1,45,22.5,32.6,10.0,20.3,Partly cloudy,6.600000000000001,18,2
24.4,1.5,87,1012.0,6.5,74,22.0,26.6,10.0,11.0,Moderate or heavy rain shower,2.3999999999999986,1,4
24.3,0.8,93,1014.0,5.4,87,23.1,26.9,10.0,14.7,Moderate rain at times,1.1999999999999993,8,6
23.9,0.9,90,1015.0,13.9,100,22.1,26.2,10.0,29.6,Moderate rain at times,1.7999999999999972,1,6
22.4,0.0,88,1016.0,7.2,100,18.6,24.7,10.0,19.4,Overcast,3.799999999999997,12,7
30.9,1.2,70,1005.0,11.9,89,24.9,37.2,10.0,26.8,Heavy rain at times,6.0,14,5
27.7,0.0,77,1010.0,13.0,50,23.2,31.1,10.0,21.7,Partly cloudy,4.5,15,2
19.0,0.0,79,1021.0,6.1,100,15.3,21.0,10.0,9.6,Overcast,3.6999999999999993,4,7
23.3,0.4,91,1014.0,10.8,100,21.7,25.6,10.0,15.2,Patchy rain possible,1.6000000000000014,8,0
23.7,0.5,91,1015.0,13.6,93,22.2,26.1,10.0,27.8,Moderate rain at times,1.5,6,6
28.4,0.1,69,1011.0,10.1,71,22.1,31.4,10.0,21.1,Patchy rain possible,6.299999999999997,13,0
29.0,0.0,81,1003.0,6.7,32,23.8,33.4,10.0,17.6,Partly cloudy,5.199999999999999,7,2
25.5,0.5,90,1005.0,9.4,54,23.7,28.6,10.0,13.0,Moderate rain at times,1.8000000000000007,22,6
24.6,0.0,91,1011.0,6.5,14,23.1,27.3,10.0,11.2,Clear,1.5,21,3
24.4,8.87,93,1008.0,15.5,100,23.2,27.0,5.0,22.4,Heavy rain,1.1999999999999993,2,14
24.6,0.6,91,1013.0,5.8,97,23.0,27.2,10.0,9.6,Moderate rain at times,1.6000000000000014,22,6
20.4,0.4,92,1015.0,13.3,100,19.1,22.4,10.0,18.8,Patchy rain possible,1.2999999999999972,5,0
23.5,0.8,87,1015.0,8.3,86,21.3,25.6,10.0,16.3,Moderate rain at times,2.1999999999999997,11,6
29.5,0.0,83,1005.0,8.3,87,25.1,35.4,10.0,15.1,Overcast,4.399999999999999,19,7
21.7,0.0,82,1004.0,5.9,10,18.5,23.7,10.0,8.2,Clear,3.1999999999999997,1,3
32.0,0.0,77,1002.0,4.3,71,24.9,39.2,9.0,11.1,Cloudy,7.100000000000001,17,1
21.6,0.0,79,1014.0,17.3,100,17.6,23.6,10.0,22.1,Overcast,4.0,18,7
25.6,0.0,89,1010.0,6.6,86,24.0,28.9,9.0,13.5,Overcast,1.6000000000000014,1,7
31.1,0.1,70,1005.0,12.7,87,24.9,37.5,9.0,23.0,Patchy rain possible,6.200000000000003,15,0
26.9,0.0,68,1011.0,11.5,8,20.6,28.9,10.0,13.2,Sunny,6.299999999999997,10,8
20.5,0.0,79,1017.0,8.7,88,16.7,22.5,10.0,14.4,Overcast,3.8000000000000007,20,7
22.0,0.11,83,1015.0,5.0,88,19.0,24.5,10.0,7.4,Patchy rain possible,3.0,22,0
20.9,0.0,81,1014.0,10.8,17,17.4,22.9,10.0,13.6,Clear,3.5,0,3
23.6,0.0,77,1011.0,10.4,12,19.4,25.5,10.0,12.9,Sunny,4.200000000000003,17,8
22.0,0.1,79,1018.0,14.8,60,16.4,24.6,10.0,22.9,Patchy rain possible,5.600000000000001,14,0
23.8,0.0,86,1009.0,5.4,20,21.3,25.9,10.0,7.7,Clear,2.5,4,3
31.1,0.0,69,1010.0,12.1,4,23.5,37.3,10.0,22.1,Sunny,7.600000000000001,12,8
21.0,2.4,93,1021.0,12.9,100,19.8,23.0,9.0,24.6,Moderate or heavy rain shower,1.1999999999999993,2,4
24.7,0.0,87,1008.0,7.9,10,22.4,27.1,10.0,9.8,Clear,2.3000000000000007,5,3
20.5,0.3,81,1017.0,9.3,100,17.0,22.5,10.0,15.8,Patchy rain possible,3.5,6,0
24.6,0.0,89,1009.0,5.6,15,22.7,27.1,10.0,10.7,Clear,1.900000000000002,2,3
24.0,0.0,82,1007.0,9.4,10,20.8,26.0,10.0,12.3,Clear,3.1999999999999997,4,3
20.7,0.0,76,1012.0,10.1,76,16.3,22.7,10.0,12.7,Cloudy,4.399999999999999,16,1
26.7,0.0,85,1011.0,7.2,87,24.0,30.4,10.0,10.3,Overcast,2.6999999999999997,17,7
30.1,0.0,67,1005.0,8.6,18,23.3,34.6,10.0,10.3,Sunny,6.800000000000001,9,8
18.0,0.0,85,1022.0,5.0,100,15.4,20.0,10.0,6.6,Overcast,2.6,9,7
20.5,0.1,92,1015.0,7.9,100,19.1,22.5,2.0,10.8,Patchy rain possible,1.3999999999999986,18,0
23.7,0.23,93,1015.0,4.7,100,22.4,26.1,10.0,7.3,Light rain shower,1.3000000000000007,7,9
21.0,0.0,90,1014.0,8.6,100,19.3,23.0,10.0,17.3,Overcast,1.6999999999999993,16,7
28.2,0.0,71,1009.0,5.4,21,22.4,31.3,10.0,7.2,Sunny,5.800000000000001,8,8
27.6,0.0,87,1003.0,7.6,52,24.3,31.9,10.0,14.3,Partly cloudy,3.3000000000000007,20,2
28.2,0.0,87,1007.0,10.1,86,24.4,32.8,10.0,18.8,Overcast,3.8000000000000007,19,7
28.7,0.0,85,1006.0,7.9,78,25.1,34.1,9.0,9.9,Cloudy,3.599999999999998,20,1
26.6,0.1,88,1004.0,10.8,83,24.5,30.5,10.0,18.7,Patchy rain possible,2.1000000000000014,20,0
25.4,0.0,91,1007.0,7.6,77,23.8,28.4,2.0,12.1,Cloudy,1.599999999999998,1,1
25.0,0.1,88,1013.0,9.7,100,22.8,27.6,10.0,17.4,Patchy rain possible,2.1999999999999997,8,0
25.6,0.0,88,1003.0,6.4,22,23.4,28.5,10.0,12.2,Clear,2.200000000000003,4,3
23.8,0.0,92,1008.0,9.7,100,22.5,26.2,2.0,10.5,Overcast,1.3000000000000007,3,7
27.1,0.0,91,1007.0,9.7,12,25.1,31.6,10.0,11.3,Clear,2.0,21,3
24.9,0.0,75,1014.0,14.8,68,20.3,26.8,10.0,22.8,Cloudy,4.599999999999998,14,1
25.2,0.2,88,1014.0,9.0,84,23.0,27.8,10.0,24.5,Patchy rain possible,2.1999999999999997,20,0
28.2,0.0,63,1012.0,11.9,16,20.6,30.4,10.0,13.7,Sunny,7.599999999999998,10,8
24.6,0.0,89,1007.0,4.8,16,22.6,27.0,10.0,10.2,Clear,2.0,3,3
27.3,0.0,68,1013.0,13.7,9,20.8,29.5,10.0,20.9,Sunny,6.5,14,8
29.8,0.2,79,1006.0,2.9,86,24.4,35.2,10.0,4.9,Patchy rain possible,5.400000000000002,19,0
17.7,0.0,82,1015.0,6.5,13,14.6,19.7,10.0,11.3,Clear,3.1,22,3
20.6,0.2,89,1018.0,8.6,100,18.7,22.6,2.0,12.0,Patchy rain possible,1.900000000000002,0,0
21.4,0.1,78,1016.0,11.9,78,17.3,23.4,10.0,18.2,Patchy rain possible,4.099999999999998,1,0
21.5,0.9,84,1018.0,3.6,78,18.7,23.5,10.0,5.1,Moderate rain at times,2.8000000000000007,8,6
25.2,0.0,91,1007.0,7.9,39,23.6,28.2,10.0,10.1,Partly cloudy,1.599999999999998,4,2
28.6,0.0,84,1007.0,10.4,89,23.4,34.4,9.0,15.6,Overcast,5.200000000000003,18,7
22.0,0.9,97,1018.0,3.2,100,21.5,24.6,2.0,4.6,Moderate rain at times,0.5,22,6
20.2,0.1,91,1020.0,15.5,100,18.7,22.2,10.0,27.5,Patchy rain possible,1.5,18,0
23.9,0.0,86,1006.0,10.8,47,21.5,26.0,10.0,19.0,Partly cloudy,2.3999999999999986,17,2
18.6,0.0,89,1011.0,6.1,0,16.7,20.6,10.0,7.5,Clear,1.900000000000002,0,3
23.6,0.4,91,1013.0,12.5,100,22.0,25.9,10.0,22.0,Patchy rain possible,1.6000000000000014,2,0
25.4,0.0,89,1003.0,9.0,80,23.4,28.3,10.0,10.9,Cloudy,2.0,0,1
24.1,0.3,72,1017.0,4.0,79,18.8,25.8,10.0,22.3,Patchy rain possible,5.300000000000001,12,0
21.1,0.4,82,1005.0,5.8,71,18.0,23.1,10.0,9.3,Patchy rain possible,3.1000000000000014,6,0
26.4,0.0,86,1007.0,9.4,88,23.9,29.9,10.0,17.2,Overcast,2.5,22,7
27.5,0.1,63,1012.0,18.4,85,19.9,29.3,10.0,21.5,Patchy rain possible,7.600000000000001,13,0
24.1,0.0,89,1006.0,6.1,86,22.1,26.3,10.0,12.8,Overcast,2.0,3,7
28.0,0.0,94,1009.0,5.8,81,24.5,32.8,2.0,13.2,Cloudy,3.5,10,1
24.0,1.3,95,1006.0,6.1,85,23.2,26.6,9.0,9.3,Heavy rain at times,0.8000000000000007,6,5
23.3,3.7,94,1014.0,10.1,100,22.3,25.7,10.0,15.2,Moderate or heavy rain shower,1.0,7,4
24.5,0.3,87,1013.0,6.5,72,22.2,26.8,9.0,12.5,Patchy rain possible,2.3000000000000007,0,0
21.6,0.5,95,1020.0,8.2,100,20.8,23.6,2.0,12.9,Moderate rain at times,0.8000000000000007,23,6
21.5,0.0,70,1015.0,14.4,80,15.7,23.5,10.0,23.7,Cloudy,5.800000000000001,15,1
23.4,0.0,96,1013.0,11.5,100,20.4,25.9,2.0,19.6,Overcast,3.0,14,7
23.5,0.1,85,1015.0,11.2,85,20.8,25.6,10.0,25.0,Patchy rain possible,2.6999999999999997,12,0
22.0,1.0,93,1017.0,10.1,100,20.8,24.0,10.0,25.7,Heavy rain at times,1.1999999999999993,14,5
22.7,0.2,74,1015.0,10.1,83,17.9,24.9,10.0,17.5,Patchy rain possible,4.800000000000001,11,0
24.3,0.0,74,1018.0,9.7,85,18.4,26.0,10.0,17.6,Overcast,5.900000000000002,13,7
29.2,0.0,66,1007.0,5.4,12,22.1,32.5,10.0,7.2,Sunny,7.099999999999998,7,8
20.0,0.1,89,1018.0,13.0,100,18.2,22.0,10.0,19.2,Patchy rain possible,1.8000000000000007,9,0
23.6,0.2,90,1015.0,8.0,100,21.8,25.9,10.0,18.0,Patchy rain possible,1.8000000000000007,9,0
23.8,0.0,94,1011.0,2.9,59,22.7,26.2,10.0,4.4,Partly cloudy,1.1000000000000014,19,2
20.3,0.0,79,1016.0,5.6,98,16.5,22.3,10.0,9.9,Overcast,3.8000000000000007,6,7
25.2,0.0,82,1006.0,10.8,32,21.9,27.5,10.0,14.6,Partly cloudy,3.3000000000000007,4,2
30.3,0.0,69,1009.0,7.6,75,24.0,35.4,10.0,13.5,Cloudy,6.300000000000001,10,1
22.5,0.0,78,1016.0,4.7,5,18.6,24.8,10.0,9.9,Sunny,3.899999999999999,9,8
28.2,0.8,80,1007.0,7.2,71,24.4,32.8,10.0,13.5,Moderate rain at times,3.8000000000000007,16,6
23.2,0.0,91,1011.0,5.8,19,21.7,25.5,10.0,9.8,Clear,1.5,5,3
26.3,0.0,81,1009.0,17.3,55,22.8,29.2,10.0,22.4,Partly cloudy,3.5,14,2
23.4,0.4,95,1017.0,9.4,100,21.6,25.8,10.0,19.3,Patchy rain possible,1.7999999999999972,13,0
30.1,0.0,78,1006.0,8.3,10,24.1,35.4,10.0,17.4,Sunny,6.0,17,8
27.0,0.0,84,1007.0,6.4,23,24.2,30.9,10.0,12.8,Clear,2.8000000000000007,22,3
25.7,0.2,93,1012.0,5.0,83,23.7,28.8,10.0,8.6,Patchy rain possible,2.0,21,0
25.7,4.3,86,1010.0,9.7,100,23.2,28.6,10.0,25.0,Moderate or heavy rain shower,2.5,13,4
29.6,0.3,72,1004.0,9.0,70,24.0,34.4,10.0,19.8,Patchy rain possible,5.600000000000001,12,0
18.8,0.0,82,1015.0,7.9,94,16.9,20.8,10.0,11.9,Overcast,1.900000000000002,2,7
25.3,0.2,89,1003.0,8.6,72,23.3,28.1,10.0,11.1,Patchy rain possible,2.0,2,0
24.7,0.0,89,1005.0,7.6,13,22.7,27.2,10.0,13.7,Clear,2.0,3,3
20.0,0.1,74,1021.0,6.5,87,15.2,22.0,10.0,7.5,Patchy rain possible,4.800000000000001,11,0
31.6,0.0,77,1003.0,9.0,78,25.2,38.8,9.0,18.0,Cloudy,6.400000000000002,16,1
21.8,0.0,87,1015.0,14.0,100,17.0,23.8,2.0,24.1,Overcast,4.800000000000001,14,7
30.1,0.2,73,1004.0,10.1,84,24.7,35.9,9.0,19.0,Patchy rain possible,5.400000000000002,17,0
24.6,0.0,81,1006.0,5.8,32,21.2,26.7,10.0,11.0,Partly cloudy,3.400000000000002,5,2
20.8,0.3,81,1018.0,12.6,100,17.4,22.8,10.0,17.9,Patchy rain possible,3.400000000000002,8,0
20.1,0.2,93,1022.0,10.4,100,18.9,22.1,2.0,15.3,Patchy rain possible,1.2000000000000028,19,0
26.9,0.0,89,1006.0,6.1,91,25.1,31.3,10.0,9.9,Overcast,1.7999999999999972,7,7
30.3,0.0,85,1006.0,11.6,72,24.9,39.6,8.0,21.6,Cloudy,5.400000000000002,17,1
22.0,0.1,95,1018.0,8.6,100,21.1,24.6,2.0,12.4,Patchy rain possible,0.8999999999999986,7,0
22.7,0.1,84,1018.0,13.7,85,19.9,24.9,10.0,20.6,Patchy rain possible,2.8000000000000007,12,0
25.4,0.0,89,1011.0,7.2,85,23.5,28.4,9.0,11.7,Overcast,1.8999999999999984,19,7
27.1,0.0,79,1004.0,2.9,34,23.1,30.4,10.0,4.9,Partly cloudy,4.0,19,2
26.3,0.0,80,1002.0,6.1,38,22.5,29.0,10.0,8.6,Partly cloudy,3.8000000000000007,7,2
25.5,0.0,90,1007.0,6.8,80,23.7,28.6,10.0,11.4,Cloudy,1.8000000000000007,4,1
25.7,0.0,88,1005.0,9.4,17,23.5,28.7,10.0,11.7,Clear,2.1999999999999997,2,3
25.1,0.0,88,1007.0,7.6,12,22.9,27.7,10.0,9.6,Clear,2.200000000000003,2,3
25.0,0.0,90,1008.0,6.8,30,23.3,27.7,10.0,12.1,Partly cloudy,1.6999999999999993,2,2
27.4,0.0,79,1010.0,12.6,55,23.4,31.0,10.0,17.9,Partly cloudy,4.0,16,2
26.3,0.0,83,1008.0,8.3,19,23.3,29.4,10.0,14.8,Clear,3.0,0,3
19.8,0.1,87,1018.0,9.7,100,17.6,21.8,10.0,11.5,Patchy rain possible,2.1999999999999997,6,0
24.5,0.5,87,1012.0,10.8,100,22.2,26.8,10.0,12.7,Moderate rain at times,2.3000000000000007,0,6
22.8,0.01,90,1013.0,8.3,61,21.0,25.1,10.0,11.1,Patchy rain possible,1.8000000000000007,17,0
16.7,0.0,84,1018.0,4.0,74,15.0,18.7,10.0,6.5,Cloudy,1.6999999999999993,1,1
19.9,0.1,90,1017.0,11.2,100,18.2,21.9,10.0,12.8,Patchy rain possible,1.6999999999999993,3,0
28.0,0.0,88,1007.0,10.9,85,23.2,33.7,10.0,17.3,Overcast,4.800000000000001,20,7
22.7,0.0,87,1014.0,4.7,50,20.5,24.9,10.0,7.5,Partly cloudy,2.1999999999999997,20,2
25.0,0.0,86,1003.0,5.8,26,22.6,27.6,10.0,10.5,Partly cloudy,2.3999999999999986,5,2
23.1,0.0,94,1008.0,5.0,84,22.1,25.4,10.0,10.6,Cloudy,1.0,5,1
22.8,1.2,91,1013.0,6.6,100,21.2,25.1,10.0,11.0,Heavy rain at times,1.6000000000000014,5,5
29.7,0.0,71,1002.0,12.6,5,24.3,34.6,10.0,24.2,Sunny,5.399999999999999,14,8
28.8,0.1,74,1013.0,5.4,83,23.7,33.1,10.0,12.1,Patchy rain possible,5.100000000000001,10,0
23.8,0.0,75,1014.0,13.3,3,19.1,25.6,10.0,19.7,Sunny,4.699999999999999,16,8
23.5,0.0,92,1010.0,6.1,79,22.1,25.8,2.0,9.9,Cloudy,1.3999999999999986,19,1
21.4,0.0,86,1018.0,1.4,100,19.1,23.4,10.0,2.1,Overcast,2.299999999999997,23,7
26.9,0.0,81,1004.0,5.4,43,23.4,30.3,10.0,11.6,Partly cloudy,3.5,5,2
21.3,0.6,96,1017.0,14.4,100,20.6,23.3,9.0,16.9,Moderate rain at times,0.6999999999999993,2,6
24.8,0.0,91,1009.0,6.5,18,23.2,27.4,10.0,11.0,Clear,1.6000000000000014,2,3
27.6,0.0,75,1008.0,7.6,78,23.3,30.8,9.0,10.5,Cloudy,4.300000000000001,7,1
26.3,0.7,85,1011.0,16.2,89,23.5,29.6,9.0,28.4,Moderate rain at times,2.8000000000000007,16,6
25.4,0.0,88,1004.0,9.4,44,23.2,28.2,10.0,11.5,Partly cloudy,2.1999999999999997,4,2
31.7,0.0,67,1008.0,2.9,18,24.8,38.4,10.0,11.2,Sunny,6.899999999999999,10,8
25.7,0.0,88,1008.0,9.0,21,23.5,28.7,10.0,17.7,Clear,2.1999999999999997,23,3
19.6,0.0,82,1017.0,11.2,100,16.4,21.6,10.0,15.9,Overcast,3.200000000000003,17,7
23.0,0.0,88,1012.0,9.7,83,20.9,25.2,10.0,11.4,Cloudy,2.1000000000000014,6,1
20.4,0.0,86,1019.0,5.0,100,18.0,22.4,10.0,6.7,Overcast,2.3999999999999986,8,7
21.8,0.2,97,1014.0,5.4,100,21.3,23.8,2.0,8.2,Patchy rain possible,0.5,1,0
27.8,0.0,71,1010.0,11.2,6,22.1,30.7,10.0,18.1,Sunny,5.699999999999999,12,8
20.2,0.2,88,1017.0,1.1,100,18.1,22.2,10.0,1.6,Patchy rain possible,2.099999999999998,2,0
25.0,0.1,90,1005.0,9.0,71,23.3,27.7,10.0,15.6,Patchy rain possible,1.6999999999999993,2,0
26.5,0.0,74,1003.0,6.4,18,21.5,28.8,10.0,13.5,Clear,5.0,5,3
23.7,3.5,89,1014.0,7.9,77,21.7,25.9,10.0,13.4,Moderate or heavy rain shower,2.0,22,4
24.8,0.0,86,1008.0,6.8,18,22.4,27.3,10.0,10.8,Sunny,2.400000000000002,7,8
25.1,0.0,84,1005.0,8.3,19,22.2,27.5,10.0,12.1,Clear,2.900000000000002,5,3
24.5,1.0,86,1014.0,6.8,79,21.9,26.8,9.0,11.5,Heavy rain at times,2.6000000000000014,22,5
28.8,0.0,70,1008.0,8.6,14,22.8,32.5,10.0,10.2,Sunny,6.0,8,8
